,NAM_C1,NAM_C2,P.value
ICE1,12,10,0.828599964438098
ITGAL,8,14,0.193281060499221
ITGAM,13,9,0.515464426715779
ITIH5,8,14,0.193281060499221
KCNA5,11,11,1
KCNB1,11,11,1
KIF5A,12,10,0.828599964438098
KPRP,14,8,0.277107305582217
LGR5,9,13,0.387250411688789
LILRB1,12,10,0.828599964438098
LRRC66,11,11,1
LVRN,6,16,0.0284540868118418
MAGEL2,11,11,1
MAP1B,11,11,1
MS4A14,10,12,0.666088700391389
MUC3A,12,10,0.828599964438098
MYH11,8,14,0.193281060499221
NCAM2,6,16,0.0284540868118418
NCOR2,12,10,0.828599964438098
NELL2,7,15,0.0814512271603288
NOTCH1,10,12,0.666088700391389
NRAP,7,15,0.0814512271603288
OR14A16,13,9,0.515464426715779
OR2L2,14,8,0.277107305582217
OR2T6,11,11,1
OR5T2,14,8,0.277107305582217
OR5W2,6,16,0.0284540868118418
PCDHA10,11,11,1
PCDHA7,12,10,0.828599964438098
PCDHA9,9,13,0.387250411688789
PCNX,11,11,1
PDILT,11,11,1
PGK2,12,10,0.828599964438098
PLXNA2,11,11,1
PLXNB2,11,11,1
PTPRH,7,15,0.0814512271603288
RGPD3,10,12,0.666088700391389
SDK2,11,11,1
TKTL2,10,12,0.666088700391389
TRPM2,9,13,0.387250411688789
VWF,10,12,0.666088700391389
WBSCR17,9,13,0.387250411688789
ZCCHC5,10,12,0.666088700391389
ZNF236,14,8,0.277107305582217
ADAM2,12,9,0.657798762044106
ADAMTS14,9,12,0.508167178597835
ARHGAP32,5,16,0.0133077913226485
ATG2B,11,10,1
ATP8B4,10,11,0.825657474557208
BCAN,10,11,0.825657474557208
C6,9,12,0.508167178597835
CAD,6,15,0.0444202125910068
CADPS,8,13,0.268821874845726
CCT8L2,13,8,0.374617036955038
CDHR2,9,12,0.508167178597835
CHRM3,10,11,0.825657474557208
COL20A1,8,13,0.268821874845726
CPXM2,5,16,0.0133077913226485
CSPG4,10,11,0.825657474557208
DCSTAMP,12,9,0.657798762044106
DNER,10,11,0.825657474557208
DOCK11,10,11,0.825657474557208
DOCK4,12,9,0.657798762044106
DSEL,7,14,0.120067248083793
FLT3,8,13,0.268821874845726
GCN1L1,11,10,1
GOLGB1,10,11,0.825657474557208
GRIK4,11,10,1
HEATR1,11,10,1
HERC1,12,9,0.657798762044106
HSPG2,6,15,0.0444202125910068
IL16,14,7,0.181290114292329
IL7R,9,12,0.508167178597835
INSC,10,11,0.825657474557208
ITPR1,11,10,1
JMJD1C,6,15,0.0444202125910068
KCNJ3,5,16,0.0133077913226485
LRP4,6,15,0.0444202125910068
LRRC32,8,13,0.268821874845726
MAGEC2,11,10,1
MKRN3,15,6,0.0731114348423208
MROH9,13,8,0.374617036955038
MTCL1,11,10,1
MTOR,14,7,0.181290114292329
MYT1,7,14,0.120067248083793
NLRP11,8,13,0.268821874845726
NOL4,12,9,0.657798762044106
NPAS4,8,13,0.268821874845726
NPHS1,8,13,0.268821874845726
NRXN2,9,12,0.508167178597835
NUP205,7,14,0.120067248083793
OR1C1,8,13,0.268821874845726
OR2G3,12,9,0.657798762044106
OR2T11,11,10,1
OR5D16,11,10,1
OR8J3,11,10,1
PCDHGA1,13,8,0.374617036955038
PCDHGA8,8,13,0.268821874845726
PCDHGB3,8,13,0.268821874845726
PCK1,14,7,0.181290114292329
PCNT,11,10,1
PCSK5,8,13,0.268821874845726
POTEE,12,9,0.657798762044106
PRRC2C,11,10,1
RAG1,7,14,0.120067248083793
REG1B,12,9,0.657798762044106
RP11-407N17.3,9,12,0.508167178597835
SERPINB3,12,9,0.657798762044106
SETX,5,16,0.0133077913226485
SIGLEC12,10,11,0.825657474557208
SLC12A1,14,7,0.181290114292329
SLC26A7,8,13,0.268821874845726
SLC6A15,14,7,0.181290114292329
SLC6A5,8,13,0.268821874845726
SLC9C2,7,14,0.120067248083793
SPEN,12,9,0.657798762044106
SZT2,9,12,0.508167178597835
TET1,10,11,0.825657474557208
TFAP2D,12,9,0.657798762044106
TLL2,7,14,0.120067248083793
TNRC6A,10,11,0.825657474557208
TRPC6,8,13,0.268821874845726
TRPV6,6,15,0.0444202125910068
UGT2B11,9,12,0.508167178597835
UGT3A1,9,12,0.508167178597835
YLPM1,8,13,0.268821874845726
ZC3H13,11,10,1
ZNF257,13,8,0.374617036955038
ZNF292,12,9,0.657798762044106
ZNF676,7,14,0.120067248083793
ZNF98,13,8,0.374617036955038
ZNF99,10,11,0.825657474557208
ACACB,8,12,0.366360568734281
AGBL1,11,9,0.820751732499293
ANO5,10,10,1
ARHGEF11,9,11,0.652227720319142
ARPP21,13,7,0.254938465782885
ATP1A4,7,13,0.173820302745076
AXDND1,10,10,1
BCL11A,11,9,0.820751732499293
BCL11B,10,10,1
BNC2,12,8,0.495980633421781
BRCA1,11,9,0.820751732499293
BRINP1,11,9,0.820751732499293
CAPN6,7,13,0.173820302745076
CCKBR,10,10,1
CD109,8,12,0.366360568734281
CES5A,8,12,0.366360568734281
CLSTN2,9,11,0.652227720319142
CNBD1,6,14,0.0682696424099683
CNKSR2,7,13,0.173820302745076
COL5A3,10,10,1
CTCFL,9,11,0.652227720319142
DSG1,11,9,0.820751732499293
EDIL3,7,13,0.173820302745076
ENOX1,12,8,0.495980633421781
EPG5,8,12,0.366360568734281
EPRS,11,9,0.820751732499293
EVC2,10,10,1
EYA4,9,11,0.652227720319142
F13B,11,9,0.820751732499293
FGD5,12,8,0.495980633421781
GAD2,10,10,1
GALNT13,10,10,1
GALNT8,8,12,0.366360568734281
GPRC6A,10,10,1
HCRTR2,10,10,1
IGHV1OR21-1,10,10,1
IGSF9B,9,11,0.652227720319142
KCND2,10,10,1
KEL,10,10,1
KIF19,9,11,0.652227720319142
LILRA2,12,8,0.495980633421781
LILRB2,5,15,0.0216868639904416
LILRB4,7,13,0.173820302745076
LRRTM1,9,11,0.652227720319142
MADD,10,10,1
MAP3K19,10,10,1
MARCO,12,8,0.495980633421781
MARK1,14,6,0.10917099465899
MED13L,10,10,1
MICAL3,10,10,1
MORC1,4,16,0.00540905589845516
NCAPD3,9,11,0.652227720319142
OLFM4,10,10,1
OR10G8,12,8,0.495980633421781
OR10X1,9,11,0.652227720319142
OR2A2,10,10,1
OR2M7,8,12,0.366360568734281
OR56A4,7,13,0.173820302745076
OR5T3,8,12,0.366360568734281
OR8H2,9,11,0.652227720319142
OR8H3,10,10,1
P2RY10,8,12,0.366360568734281
PALD1,12,8,0.495980633421781
PCDH8,9,11,0.652227720319142
PCDHB10,11,9,0.820751732499293
PCDHGB2,9,11,0.652227720319142
PCNXL2,13,7,0.254938465782885
PDZD2,12,8,0.495980633421781
POTEH,8,12,0.366360568734281
PXDN,11,9,0.820751732499293
RASAL2,10,10,1
RNF213,9,11,0.652227720319142
ROCK1,12,8,0.495980633421781
ROS1,7,13,0.173820302745076
RTTN,10,10,1
SCN4A,13,7,0.254938465782885
SCN8A,10,10,1
SEMA5B,9,11,0.652227720319142
SLC14A2,11,9,0.820751732499293
SLC32A1,7,13,0.173820302745076
SMAD4,11,9,0.820751732499293
SNRNP200,10,10,1
SPAM1,8,12,0.366360568734281
SPTBN5,9,11,0.652227720319142
TAF3,10,10,1
TAS2R1,7,13,0.173820302745076
TCHHL1,6,14,0.0682696424099683
TMEM132E,8,12,0.366360568734281
TNXB,6,14,0.0682696424099683
TUBA3C,11,9,0.820751732499293
USP26,8,12,0.366360568734281
USP9X,10,10,1
VCAM1,6,14,0.0682696424099683
WDR7,10,10,1
ZBED9,7,13,0.173820302745076
ZSCAN4,10,10,1
ABCA2,7,12,0.246780500988867
ABCC8,9,10,0.817687659550563
ABI3BP,11,8,0.642127628006662
ADAMTS1,7,12,0.246780500988867
ADAMTS3,11,8,0.642127628006662
ADGRE1,14,5,0.0593844818207323
AGL,7,12,0.246780500988867
AHCTF1,11,8,0.642127628006662
ARHGAP36,10,9,1
ARHGEF6,11,8,0.642127628006662
ASCC3,8,11,0.488519783713093
ATP7B,11,8,0.642127628006662
BACH2,7,12,0.246780500988867
BMPER,9,10,0.817687659550563
BTAF1,6,13,0.103167305914805
BZRAP1,8,11,0.488519783713093
C6orf118,9,10,0.817687659550563
C9,9,10,0.817687659550563
CACNA1G,7,12,0.246780500988867
CCDC141,10,9,1
CD1E,9,10,0.817687659550563
CD5L,8,11,0.488519783713093
CDH22,7,12,0.246780500988867
CDKN2A,11,8,0.642127628006662
CEP350,9,10,0.817687659550563
CFHR4,6,13,0.103167305914805
CNTLN,9,10,0.817687659550563
COL27A1,8,11,0.488519783713093
COL2A1,5,14,0.0348436704713191
COL4A4,7,12,0.246780500988867
CTNNB1,8,11,0.488519783713093
CYLC1,8,11,0.488519783713093
DACH1,7,12,0.246780500988867
DACT1,11,8,0.642127628006662
DENND2A,9,10,0.817687659550563
DLG5,10,9,1
DNAI2,11,8,0.642127628006662
DSP,5,14,0.0348436704713191
ENPP2,7,12,0.246780500988867
FAM171B,9,10,0.817687659550563
FCRL1,8,11,0.488519783713093
FCRL3,8,11,0.488519783713093
GABRQ,12,7,0.351355332838443
GBP4,11,8,0.642127628006662
GPATCH8,12,7,0.351355332838443
GPR139,7,12,0.246780500988867
GRIA3,11,8,0.642127628006662
HECW2,6,13,0.103167305914805
IFT172,5,14,0.0348436704713191
IGDCC4,12,7,0.351355332838443
IGSF22,10,9,1
INADL,11,8,0.642127628006662
ITGA2,11,8,0.642127628006662
KIAA1551,7,12,0.246780500988867
LAMC1,9,10,0.817687659550563
LAMC3,11,8,0.642127628006662
LRRK2,10,9,1
LY75,12,7,0.351355332838443
MDC1,9,10,0.817687659550563
MGAT5B,4,15,0.00922501366195864
MPPED2,5,14,0.0348436704713191
MROH7,7,12,0.246780500988867
MYLK,11,8,0.642127628006662
NCAM1,10,9,1
NOBOX,10,9,1
NSD1,8,11,0.488519783713093
OR10AG1,11,8,0.642127628006662
OR10Z1,11,8,0.642127628006662
OR11H12,5,14,0.0348436704713191
OR2A25,10,9,1
OR2B11,12,7,0.351355332838443
OR2M2,7,12,0.246780500988867
OR4K13,6,13,0.103167305914805
OR4K17,11,8,0.642127628006662
OR4K2,10,9,1
OR4S2,5,14,0.0348436704713191
OR8K5,8,11,0.488519783713093
OTOA,11,8,0.642127628006662
PCDH19,6,13,0.103167305914805
PCDH20,8,11,0.488519783713093
PCDHA11,11,8,0.642127628006662
PCDHGA9,7,12,0.246780500988867
PCDHGB1,14,5,0.0593844818207323
PDZRN4,8,11,0.488519783713093
PIK3R4,10,9,1
PPFIA2,8,11,0.488519783713093
PRG4,11,8,0.642127628006662
PSKH2,11,8,0.642127628006662
PTPRN,7,12,0.246780500988867
RBFOX1,7,12,0.246780500988867
RXFP1,11,8,0.642127628006662
SHPRH,13,6,0.160189609552353
SLC27A6,9,10,0.817687659550563
SNTG2,8,11,0.488519783713093
SPTB,11,8,0.642127628006662
SPTBN1,12,7,0.351355332838443
SULF2,10,9,1
TDRD6,5,14,0.0348436704713191
TGM6,9,10,0.817687659550563
TRPM3,9,10,0.817687659550563
TTC21B,10,9,1
UGT2B28,12,7,0.351355332838443
UMOD,9,10,0.817687659550563
UNC13A,10,9,1
UNC45B,8,11,0.488519783713093
VEGFC,13,6,0.160189609552353
ZFC3H1,5,14,0.0348436704713191
ZIM3,8,11,0.488519783713093
ZNF107,9,10,0.817687659550563
ZNF33A,8,11,0.488519783713093
ZNF648,9,10,0.817687659550563
A2M,10,8,0.811646120003506
ABCA8,10,8,0.811646120003506
ABCG5,10,8,0.811646120003506
ACACA,8,10,0.636356785725918
ADCY5,4,14,0.0155380263288012
ANKHD1-EIF4EBP3,6,12,0.153076256540115
ANO7,6,12,0.153076256540115
ARHGAP21,7,11,0.343061523617511
ARHGAP6,9,9,1
ATR,6,12,0.153076256540115
AUTS2,8,10,0.636356785725918
BAZ2B,5,13,0.0551279336982402
C1orf94,8,10,0.636356785725918
C5orf42,8,10,0.636356785725918
CACNA1S,7,11,0.343061523617511
CACNB2,6,12,0.153076256540115
CCDC73,5,13,0.0551279336982402
CDH19,12,6,0.230619086552492
CDH20,7,11,0.343061523617511
CHAT,10,8,0.811646120003506
CNTN4,9,9,1
COL28A1,9,9,1
COL6A2,9,9,1
CPAMD8,9,9,1
CPZ,12,6,0.230619086552492
CWH43,7,11,0.343061523617511
DCAF8L1,10,8,0.811646120003506
DCAF8L2,9,9,1
DHX9,8,10,0.636356785725918
DLG2,4,14,0.0155380263288012
DNMT3A,7,11,0.343061523617511
DPY19L2,10,8,0.811646120003506
DPYD,9,9,1
DPYS,8,10,0.636356785725918
DRD5,9,9,1
EPPK1,9,9,1
EYA1,9,9,1
FOXP2,11,7,0.473785772909272
GABRA3,6,12,0.153076256540115
GABRB1,8,10,0.636356785725918
GALNT14,7,11,0.343061523617511
GBA3,13,5,0.0912176800517706
GDF10,10,8,0.811646120003506
GHR,12,6,0.230619086552492
GNAS,10,8,0.811646120003506
GOLGA3,9,9,1
GPRASP1,12,6,0.230619086552492
GRIA4,8,10,0.636356785725918
GRM6,5,13,0.0551279336982402
HCFC1,8,10,0.636356785725918
HDX,7,11,0.343061523617511
HEATR5B,9,9,1
HEPHL1,7,11,0.343061523617511
HOXB3,11,7,0.473785772909272
HTR1A,9,9,1
IL18RAP,8,10,0.636356785725918
INPP4B,8,10,0.636356785725918
ITIH2,10,8,0.811646120003506
ITPR3,8,10,0.636356785725918
ITSN1,11,7,0.473785772909272
KANK4,8,10,0.636356785725918
KIAA0100,8,10,0.636356785725918
KIAA0556,7,11,0.343061523617511
LRRTM3,7,11,0.343061523617511
MAGEB4,8,10,0.636356785725918
MAGEC3,11,7,0.473785772909272
MAP1A,7,11,0.343061523617511
MAP3K4,11,7,0.473785772909272
MCF2,10,8,0.811646120003506
MMP2,11,7,0.473785772909272
MYH15,6,12,0.153076256540115
MYO3B,6,12,0.153076256540115
MYOF,7,11,0.343061523617511
NAALAD2,9,9,1
NCOA6,8,10,0.636356785725918
NPY5R,7,11,0.343061523617511
NRK,8,10,0.636356785725918
NTRK2,6,12,0.153076256540115
OR10R2,7,11,0.343061523617511
OR13G1,13,5,0.0912176800517706
OR2T27,7,11,0.343061523617511
OR4L1,7,11,0.343061523617511
OR4N2,9,9,1
OR4N5,4,14,0.0155380263288012
OR5T1,4,14,0.0155380263288012
OR6Y1,7,11,0.343061523617511
OR8H1,7,11,0.343061523617511
OR8I2,12,6,0.230619086552492
PGBD1,4,14,0.0155380263288012
PIEZO2,8,10,0.636356785725918
PIK3AP1,6,12,0.153076256540115
POTEC,8,10,0.636356785725918
POTEG,9,9,1
PPARGC1A,11,7,0.473785772909272
PPP1R16B,6,12,0.153076256540115
PRDM14,12,6,0.230619086552492
PRKG1,9,9,1
PROX1,6,12,0.153076256540115
PRRC2B,7,11,0.343061523617511
PTPRK,7,11,0.343061523617511
RBBP6,7,11,0.343061523617511
REV3L,6,12,0.153076256540115
RICTOR,10,8,0.811646120003506
SALL4,7,11,0.343061523617511
SERPINB4,6,12,0.153076256540115
SIGLEC1,6,12,0.153076256540115
SIGLEC10,8,10,0.636356785725918
SLC26A3,8,10,0.636356785725918
SLC4A1,6,12,0.153076256540115
SMARCA1,7,11,0.343061523617511
SMC4,9,9,1
SOX5,10,8,0.811646120003506
SPATA18,8,10,0.636356785725918
SPTBN4,8,10,0.636356785725918
STAG2,9,9,1
SYT9,9,9,1
TBX15,5,13,0.0551279336982402
TDRD5,6,12,0.153076256540115
TMEM2,6,12,0.153076256540115
TRANK1,9,9,1
TRIM42,11,7,0.473785772909272
TRPC7,7,11,0.343061523617511
UGT2A1,8,10,0.636356785725918
UNC5C,11,7,0.473785772909272
USP6,8,10,0.636356785725918
VAV3,7,11,0.343061523617511
VPS13A,11,7,0.473785772909272
WDR72,8,10,0.636356785725918
WNK1,11,7,0.473785772909272
XIRP1,6,12,0.153076256540115
ZNF385D,10,8,0.811646120003506
ZNF711,8,10,0.636356785725918
ADAD1,7,10,0.466152515149483
ADAMTS17,6,11,0.222651480958415
ADGRA3,12,5,0.137684815552011
ADGRB1,8,9,0.808440096514204
AKAP13,8,9,0.808440096514204
ALDH1L1,3,14,0.00581908592441168
ARFGEF3,12,5,0.137684815552011
ARHGAP35,6,11,0.222651480958415
ARHGEF12,7,10,0.466152515149483
ASXL2,7,10,0.466152515149483
ATF7IP,7,10,0.466152515149483
ATP13A5,9,8,1
BCL9L,10,7,0.623945927173376
BICC1,10,7,0.623945927173376
BNC1,5,12,0.0857723887370021
C10orf71,5,12,0.0857723887370021
C2orf16,8,9,0.808440096514204
C2orf78,10,7,0.623945927173376
CACNA2D3,7,10,0.466152515149483
CAMSAP2,7,10,0.466152515149483
CCER1,4,13,0.0258191564244087
CDH17,9,8,1
CDH4,8,9,0.808440096514204
CFAP58,8,9,0.808440096514204
CHRDL1,8,9,0.808440096514204
CRB2,8,9,0.808440096514204
CRISPLD1,8,9,0.808440096514204
CSPP1,8,9,0.808440096514204
CYLC2,9,8,1
DCLK3,10,7,0.623945927173376
DDX26B,9,8,1
DOCK3,10,7,0.623945927173376
DSC3,7,10,0.466152515149483
DYTN,7,10,0.466152515149483
EBF3,8,9,0.808440096514204
FAM179B,11,6,0.325183909024573
FAM71A,7,10,0.466152515149483
FASN,7,10,0.466152515149483
FERD3L,6,11,0.222651480958415
GAB4,7,10,0.466152515149483
GABRA1,8,9,0.808440096514204
GFRA1,8,9,0.808440096514204
GLDC,5,12,0.0857723887370021
GLRA2,9,8,1
GPR179,4,13,0.0258191564244087
GRIK1,9,8,1
GRIK3,5,12,0.0857723887370021
HAS2,6,11,0.222651480958415
HDAC4,8,9,0.808440096514204
HELZ,7,10,0.466152515149483
HIVEP1,9,8,1
HNF4A,8,9,0.808440096514204
HOXA1,8,9,0.808440096514204
IMPG1,4,13,0.0258191564244087
IQGAP3,8,9,0.808440096514204
KIAA1462,6,11,0.222651480958415
KIAA2026,8,9,0.808440096514204
KIF13A,12,5,0.137684815552011
KIF26B,9,8,1
KNTC1,8,9,0.808440096514204
KRTAP11-1,10,7,0.623945927173376
LRRN3,11,6,0.325183909024573
LTN1,7,10,0.466152515149483
MAATS1,4,13,0.0258191564244087
MBD5,8,9,0.808440096514204
MC5R,11,6,0.325183909024573
MCF2L2,8,9,0.808440096514204
MSH4,8,9,0.808440096514204
MYBPC1,8,9,0.808440096514204
MYO7A,10,7,0.623945927173376
MYOCD,14,3,0.0115237482117753
NCKAP1L,11,6,0.325183909024573
NCOA2,5,12,0.0857723887370021
NHS,8,9,0.808440096514204
NLRC5,6,11,0.222651480958415
NMUR2,12,5,0.137684815552011
NOS2,10,7,0.623945927173376
NOTCH2,9,8,1
NOVA1,8,9,0.808440096514204
NPAS3,7,10,0.466152515149483
NPFFR2,9,8,1
NPY2R,7,10,0.466152515149483
OLFML2B,9,8,1
OR10Q1,6,11,0.222651480958415
OR13F1,12,5,0.137684815552011
OR4C13,10,7,0.623945927173376
OR51T1,9,8,1
OR5D18,8,9,0.808440096514204
OR6K3,7,10,0.466152515149483
OR8K3,6,11,0.222651480958415
PCDHA12,6,11,0.222651480958415
PCDHB13,9,8,1
PDCD11,8,9,0.808440096514204
PDE4DIP,9,8,1
PHLDB2,10,7,0.623945927173376
PIK3C2G,7,10,0.466152515149483
PLA2G4A,8,9,0.808440096514204
PLB1,8,9,0.808440096514204
PLCH1,6,11,0.222651480958415
PLD1,7,10,0.466152515149483
POU3F4,8,9,0.808440096514204
PPRC1,8,9,0.808440096514204
PRAMEF15,10,7,0.623945927173376
PSG11,10,7,0.623945927173376
PSME4,6,11,0.222651480958415
PTGS1,9,8,1
PTPN13,8,9,0.808440096514204
RALGAPB,6,11,0.222651480958415
RB1CC1,7,10,0.466152515149483
REG3G,5,12,0.0857723887370021
ROBO3,9,8,1
RPE65,6,11,0.222651480958415
RTN1,7,10,0.466152515149483
SERPINA3,8,9,0.808440096514204
SERPINA9,5,12,0.0857723887370021
SGCZ,3,14,0.00581908592441168
SIPA1L1,5,12,0.0857723887370021
SLC4A10,8,9,0.808440096514204
SLC5A12,2,15,0.000919614822420351
SLC5A7,9,8,1
SLC6A18,10,7,0.623945927173376
SLIT1,8,9,0.808440096514204
SOS2,8,9,0.808440096514204
SP140,4,13,0.0258191564244087
SPTAN1,6,11,0.222651480958415
SRGAP1,8,9,0.808440096514204
SRGAP3,9,8,1
SSTR4,7,10,0.466152515149483
ST8SIA6,8,9,0.808440096514204
STAG3,7,10,0.466152515149483
SYCP2,4,13,0.0258191564244087
SYT4,6,11,0.222651480958415
TAF1,5,12,0.0857723887370021
TBX5,8,9,0.808440096514204
TGFBR3,6,11,0.222651480958415
TGIF2LX,10,7,0.623945927173376
TMTC3,8,9,0.808440096514204
TNC,10,7,0.623945927173376
TRIML2,9,8,1
TTK,11,6,0.325183909024573
TTLL7,10,7,0.623945927173376
VWA3B,7,10,0.466152515149483
WDR17,7,10,0.466152515149483
ZMYM3,9,8,1
ZNF462,8,9,0.808440096514204
ZNF518B,8,9,0.808440096514204
ZNF638,8,9,0.808440096514204
ZNF761,8,9,0.808440096514204
ZNF835,6,11,0.222651480958415
ZSCAN1,9,8,1
ZZEF1,5,12,0.0857723887370021
ABCA7,12,4,0.0728736625809702
ABCC4,7,9,0.617947058613829
ABLIM3,11,5,0.203860966189386
ADAM29,6,10,0.31688529338614
ADAMTS7,6,10,0.31688529338614
ADGRG7,2,14,0.00171794913578653
AMOT,8,8,1
AMPD1,8,8,1
AMY2B,5,11,0.131028984414265
ANKRD12,7,9,0.617947058613829
ANKRD26,8,8,1
ARHGAP31,6,10,0.31688529338614
ARMC5,3,13,0.0101894164957426
ASAP1,7,9,0.617947058613829
ASB5,9,7,0.800912549680022
ATP1A2,4,12,0.0422730565701542
BEND2,8,8,1
BRIP1,7,9,0.617947058613829
C8A,9,7,0.800912549680022
C8B,9,7,0.800912549680022
CCDC80,6,10,0.31688529338614
CCSER1,8,8,1
CDYL,5,11,0.131028984414265
CELSR1,9,7,0.800912549680022
CEP164,9,7,0.800912549680022
CEP170,7,9,0.617947058613829
CFAP43,8,8,1
CHGB,7,9,0.617947058613829
CNGA2,6,10,0.31688529338614
CNTN6,9,7,0.800912549680022
COL11A2,6,10,0.31688529338614
COL1A1,6,10,0.31688529338614
CORIN,8,8,1
CPXCR1,7,9,0.617947058613829
CR2,6,10,0.31688529338614
CROCC,7,9,0.617947058613829
CT47B1,4,12,0.0422730565701542
CYP26B1,9,7,0.800912549680022
DDX60L,5,11,0.131028984414265
DIAPH3,7,9,0.617947058613829
DIO2,6,10,0.31688529338614
DLGAP4,10,6,0.448203563556433
DNAJC6,9,7,0.800912549680022
DOCK9,11,5,0.203860966189386
DRD2,10,6,0.448203563556433
DSC2,9,7,0.800912549680022
E2F7,6,10,0.31688529338614
ELMO1,8,8,1
ENTHD1,8,8,1
FAM135A,5,11,0.131028984414265
FGB,7,9,0.617947058613829
FHL5,7,9,0.617947058613829
FLT4,8,8,1
FMO1,5,11,0.131028984414265
FN1,7,9,0.617947058613829
FOXG1,8,8,1
FYB,8,8,1
GBP6,9,7,0.800912549680022
GCC2,5,11,0.131028984414265
GJA8,7,9,0.617947058613829
GPR174,6,10,0.31688529338614
GPR50,11,5,0.203860966189386
GPRASP2,9,7,0.800912549680022
HTR1E,5,11,0.131028984414265
HTR5A,7,9,0.617947058613829
IL1RL1,8,8,1
IMPG2,7,9,0.617947058613829
INTU,9,7,0.800912549680022
IRS1,4,12,0.0422730565701542
ITGAE,8,8,1
ITGBL1,9,7,0.800912549680022
KCNA1,6,10,0.31688529338614
KCNMA1,10,6,0.448203563556433
KCTD8,8,8,1
KIF17,5,11,0.131028984414265
KIR3DL1,6,10,0.31688529338614
KRTAP24-1,8,8,1
LAMB3,9,7,0.800912549680022
LHX8,4,12,0.0422730565701542
LINGO2,7,9,0.617947058613829
LMX1A,10,6,0.448203563556433
LRBA,6,10,0.31688529338614
LRP12,8,8,1
LRRN2,9,7,0.800912549680022
LUM,9,7,0.800912549680022
MAGEB6,10,6,0.448203563556433
MAGEE1,9,7,0.800912549680022
MAN2A1,6,10,0.31688529338614
MED13,7,9,0.617947058613829
MEFV,6,10,0.31688529338614
MET,11,5,0.203860966189386
MTMR8,9,7,0.800912549680022
MTR,4,12,0.0422730565701542
MYH9,9,7,0.800912549680022
MYO5B,9,7,0.800912549680022
MYO9A,9,7,0.800912549680022
MYOC,5,11,0.131028984414265
MYOM3,6,10,0.31688529338614
NCOR1,11,5,0.203860966189386
NINL,8,8,1
NME8,9,7,0.800912549680022
NOX3,6,10,0.31688529338614
NPR3,11,5,0.203860966189386
NUP210L,6,10,0.31688529338614
OGT,9,7,0.800912549680022
OLFM3,10,6,0.448203563556433
OR10J1,8,8,1
OR10K1,4,12,0.0422730565701542
OR11L1,6,10,0.31688529338614
OR14C36,7,9,0.617947058613829
OR2L3,14,2,0.00371882775598215
OR2T2,8,8,1
OR51D1,5,11,0.131028984414265
OR51G2,11,5,0.203860966189386
OR6K6,9,7,0.800912549680022
OR6N1,8,8,1
OR6N2,7,9,0.617947058613829
OR8K1,7,9,0.617947058613829
PALLD,11,5,0.203860966189386
PCDH11Y,6,10,0.31688529338614
PCF11,5,11,0.131028984414265
PEAK1,5,11,0.131028984414265
PEX5L,6,10,0.31688529338614
PGR,8,8,1
PLCG2,7,9,0.617947058613829
PLEKHG4B,5,11,0.131028984414265
PLXNA3,7,9,0.617947058613829
PMS1,8,8,1
POF1B,5,11,0.131028984414265
POLR3A,8,8,1
PRDM16,7,9,0.617947058613829
PRDM2,5,11,0.131028984414265
PRKCG,7,9,0.617947058613829
PRLR,5,11,0.131028984414265
PSG7,10,6,0.448203563556433
PTCH1,3,13,0.0101894164957426
PTPRU,6,10,0.31688529338614
RBM19,4,12,0.0422730565701542
RET,7,9,0.617947058613829
RFX4,8,8,1
RIMS1,5,11,0.131028984414265
ROBO4,8,8,1
RPTN,5,11,0.131028984414265
SCAF8,4,12,0.0422730565701542
SCN9A,9,7,0.800912549680022
SHANK2,7,9,0.617947058613829
SIRPG,7,9,0.617947058613829
SLC12A2,4,12,0.0422730565701542
SLC24A2,7,9,0.617947058613829
SLC4A3,7,9,0.617947058613829
SLC5A11,5,11,0.131028984414265
SMARCA2,8,8,1
SP100,6,10,0.31688529338614
SPAG16,7,9,0.617947058613829
STK31,5,11,0.131028984414265
SUPT6H,8,8,1
SV2A,8,8,1
SVIL,8,8,1
TBR1,9,7,0.800912549680022
TBX4,5,11,0.131028984414265
TEX14,8,8,1
TLR7,9,7,0.800912549680022
TMPRSS11A,7,9,0.617947058613829
TRIM49,7,9,0.617947058613829
TRPM8,6,10,0.31688529338614
TSHR,5,11,0.131028984414265
TXLNB,7,9,0.617947058613829
UGT2A3,7,9,0.617947058613829
UGT2B4,9,7,0.800912549680022
VGLL3,6,10,0.31688529338614
WDR64,5,11,0.131028984414265
WDR66,4,12,0.0422730565701542
WDR78,6,10,0.31688529338614
WNK3,6,10,0.31688529338614
ZBTB41,8,8,1
ZGRF1,10,6,0.448203563556433
ZNF407,10,6,0.448203563556433
ZNF492,8,8,1
ZNF560,9,7,0.800912549680022
ZNF800,6,10,0.31688529338614
ZNF91,9,7,0.800912549680022
ZPLD1,8,8,1
ABCB4,6,9,0.44039242378761
ADAM12,7,8,0.797538186115277
ADAM33,9,6,0.602513744985503
ADAMTS6,11,4,0.1138071949586
ADGRF4,7,8,0.797538186115277
AGRN,8,7,1
ANKFN1,7,8,0.797538186115277
ANTXR1,8,7,1
AOX1,4,11,0.0680967461457628
ARHGEF17,2,13,0.00318129435201606
ASIC4,6,9,0.44039242378761
ATOH1,3,12,0.0176218533218298
ATP10A,4,11,0.0680967461457628
ATP12A,5,10,0.196173101417773
BRDT,6,9,0.44039242378761
C2orf71,5,10,0.196173101417773
